Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,KPss_T1,KPss_T2,Rcv_T1,Rcv_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2019-2020,3,NAPOLI,SAMPDORIA,14/09/2019,STADIUM SAN PAOLO,18:00:00,FEDERICO  LA PENNA,GIACOMO  PAGANESSI,EMANUELE  PRENNA,VALERIO  MARINI,LUCA  BANTI,ALESSANDRO COSTANZO,2,0,H,CARLO ANCELOTTI,EUSEBIO DI FRANCESCO,4-2-3-1,3-4-1-2,98'23,48'19,0.49,31'58 (66%),17'19 (54%),14'39 (46%),16'21 (34%),9'49 (60%),6'32 (40%),5'31,4'40,5'31,4'28,3'37,8'11,2'53,1'32,4'32,1'48,1'51,3'44,19,7,9(2),2(0),0,0,6,2,10,5,2,6,8,4,2,0,2,0,8,7,6,10,664,282,0.91,0.79,23,14,163,81,478,187,4,2,72,85,18,15,0 (0),0 (0),103.595,29.862,64.322,9.411,104.76,27.931,67.916,8.913,6.3,6.4,24 (41%),10 (18%),24 (41%),9 (26%),10 (28%),16 (46%),0/0,0/0,0/4,2/6,0/0,0/0,0/2,0/0,1/2,1/2,0/0,0/0,DRIES MERTENS,14,FABIO QUAGLIARELLA,27,1.25,6.5,10.0
2019-2020,3,INTER,UDINESE,14/09/2019,STADIUM GIUSEPPE MEAZZA,20:45:00,MAURIZIO  MARIANI,STEFANO  LIBERTI,DARIO  CECCONI,ROSARIO  ABISSO,MARCO  GUIDA,VALENTINO FIORITO,1,0,H,ANTONIO CONTE,IGOR TUDOR,3-5-2,3-5-1-1,97'04,53'49,0.55,34'46 (65%),14'47 (43%),19'59 (57%),19'03 (35%),11'48 (62%),7'15 (38%),6'03,5'11,5'24,7'28,4'54,5'46,4'28,4'15,2'59,3'32,2'31,1'18,15,6,10(1),4(0),2,0,6,2,5,2,4,8,9,2,1,0,1,0,8,3,9,10,611,320,0.87,0.79,35,14,222,92,354,214,4,2,94,88,22,6,0 (0),0 (0),107.192,28.429,70.976,7.787,101.652,26.267,67.397,7.988,6.4,6.5,20 (29%),21 (30%),29 (41%),9 (39%),4 (18%),10 (43%),0/0,1/1,0/2,2/8,0/0,0/0,0/1,1/1,2/3,2/3,0/0,0/0,STEFANO SENSI,12,KEVIN LASAGNA,15,1.33,5.25,9.0
2019-2020,3,GENOA,ATALANTA,15/09/2019,STADIUM LUIGI FERRARIS,12:30:00,MICHAEL  FABBRI,STEFANO  ALASSIO,ANTONIO  SANTORO,LUCA  PAIRETTO,FABIO  MARESCA,RODOLFO DI VUOLO,1,2,A,AURELIO ANDREAZZOLI,GIAN PIERO GASPERINI,3-5-2,3-4-1-2,99'38,47'15,0.47,24'08 (51%),12'41 (53%),11'27 (47%),23'07 (49%),9'38 (42%),13'29 (58%),4'35,3'39,4'09,4'45,2'09,4'51,4'51,2'52,5'11,2'29,3'12,4'32,8,11,3(1),6(2),1,1,2,5,5,5,4,2,6,7,0,1,2,1,8,7,12,14,320,304,0.81,0.81,31,16,100,109,189,179,4,2,84,76,16,28,1 (1),1 (1),101.203,32.123,60.653,8.427,102.439,33.037,61.67,7.732,5.9,6.1,18 (42%),12 (28%),13 (30%),24 (41%),17 (28%),18 (31%),0/1,0/0,5/8,0/0,0/0,0/0,1/3,0/0,1/2,2/4,0/0,0/0,CHRISTIAN KOUAME,11,DUVAN ZAPATA,91,3.4,3.8,2.0
2019-2020,3,BRESCIA,BOLOGNA,15/09/2019,STADIUM MARIO RIGAMONTI,15:00:00,GIANLUCA  ROCCHI,GIOVANNI  BACCINI,ORLANDO  PAGNOTTA,LUCA  MASSIMI,MARCO  PICCININI,MAURO GALETTO,3,4,A,EUGENIO CORINI,SINISA MIHAJLOVIC,4-3-1-2,4-2-3-1,100'01,45'26,0.45,19'18 (42%),7'24 (38%),11'54 (62%),26'08 (58%),12'18 (47%),13'50 (53%),2'30,3'55,3'11,1'34,2'41,5'27,5'00,4'14,4'07,3'23,4'42,4'42,9,18,7(3),7(3),0,0,4,5,2,11,2,4,5,13,3,3,1,1,2,10,14,17,192,475,0.66,0.83,11,31,68,177,113,267,2,7,107,120,16,21,0 (0),0 (0),103.857,23.146,71.143,9.568,107.059,26.012,72.43,8.617,7.0,6.7,15 (41%),8 (21%),14 (38%),23 (42%),8 (14%),24 (44%),2/3,1/1,0/0,2/2,0/1,0/0,0/1,1/1,0/0,1/1,1/3,2/3,ALFREDO DONNARUMMA,9,RODRIGO PALACIO,24,3.0,3.3,2.4
2019-2020,3,PARMA,CAGLIARI,15/09/2019,STADIUM ENNIO TARDINI,15:00:00,FABRIZIO  PASQUA,ALESSANDRO  GIALLATINI,MARCO  SCATRAGLI,MARCO  SERRA,DANIELE  DOVERI,STEFANO DEL GIOVANE,1,3,A,ROBERTO D'AVERSA,ROLANDO MARAN,4-3-3,4-3-1-2,104'05,33'41,0.32,20'09 (60%),11'00 (55%),9'09 (45%),13'32 (40%),8'06 (60%),5'26 (40%),2'44,1'43,5'10,4'02,1'52,4'38,2'47,2'41,2'37,2'03,2'18,1'06,14,6,8(1),4(3),1,0,4,3,6,2,0,6,10,6,1,1,4,1,12,3,12,16,320,243,0.79,0.72,39,15,114,66,167,162,6,2,94,85,19,12,0 (0),0 (0),95.023,29.641,57.873,7.509,100.979,29.735,62.456,8.788,5.8,6.2,18 (36%),8 (16%),24 (48%),7 (24%),3 (10%),19 (66%),0/0,1/1,2/2,1/1,0/0,0/0,0/0,1/1,2/3,1/1,0/0,0/0,ANTONINO BARILLA',17,LUCA CEPPITELLI,23,2.25,3.25,3.3
2019-2020,3,SPAL,LAZIO,15/09/2019,STADIUM PAOLO MAZZA,15:00:00,GIANPAOLO  CALVARESE,GIORGIO  SCHENONE,MARCO  BRESMES,DAVIDE  GHERSINI,GIANLUCA  AURELIANO,DAMIANO DI IORIO,2,1,H,LEONARDO SEMPLICI,SIMONE INZAGHI,3-5-2,3-5-2,104'05,49'05,0.47,22'18 (45%),9'55 (44%),12'23 (56%),26'47 (55%),7'50 (29%),18'57 (71%),3'46,3'38,6'46,2'57,2'12,2'59,4'01,3'10,5'54,4'37,4'33,4'32,9,10,4(2),6(1),0,1,3,4,5,4,3,2,5,6,1,0,0,0,8,5,9,11,384,446,0.84,0.85,20,18,103,143,261,285,3,2,93,58,16,21,0 (0),1 (1),110.582,26.891,75.377,8.314,112.825,29.626,74.426,8.773,6.7,6.5,16 (34%),9 (19%),22 (47%),24 (39%),14 (22%),24 (39%),0/0,0/0,1/4,2/4,0/0,1/1,0/0,0/0,3/7,2/3,0/0,0/0,JASMIN KURTIC,19,LUIS ALBERTO,10,6.0,4.0,1.57
2019-2020,3,ROMA,SASSUOLO,15/09/2019,STADIUM OLIMPICO,18:00:00,DANIELE  CHIFFI,GIORGIO  PERETTI,MAURO  VIVENZI,JUAN LUCA  SACCHI,PIERO  GIACOMELLI,ALESSIO TOLFO,4,2,H,PAULO FONSECA,ROBERTO DE ZERBI,4-2-3-1,4-3-3,98'19,50'01,0.51,24'18 (49%),14'12 (58%),10'06 (42%),25'43 (51%),17'13 (67%),8'30 (33%),4'40,2'16,3'10,4'46,3'52,5'34,2'41,5'38,4'44,3'19,4'49,4'32,14,10,10(4),5(2),0,1,8,3,4,5,2,2,14,8,4,1,2,1,8,2,13,9,404,465,0.86,0.88,23,11,145,136,236,318,3,5,64,78,23,11,0 (0),0 (0),108.744,27.735,71.384,9.625,104.913,27.039,68.261,9.613,6.7,6.5,11 (24%),11 (25%),23 (51%),15 (39%),9 (24%),14 (37%),0/0,0/1,1/2,5/9,0/0,0/0,0/0,0/1,0/4,0/1,0/0,0/0,EDIN DZEKO,9,DOMENICO BERARDI,25,1.65,4.2,4.75
2019-2020,3,HELLAS VERONA,MILAN,15/09/2019,STADIUM MARCANTONIO BENTEGODI,20:45:00,GIANLUCA  MANGANIELLO,PASQUALE  DE MEO,FILIPPO  VALERIANI,ANTONIO  DI MARTINO,DANIELE  ORSATO,LUCA MONDIN,0,1,A,IVAN JURIC,MARCO GIAMPAOLO,3-4-2-1,4-3-2-1,98'18,47'24,0.48,16'00 (34%),9'39 (60%),6'21 (40%),31'24 (66%),12'38 (40%),18'46 (60%),3'48,2'10,2'30,2'18,2'24,2'50,4'51,4'11,6'17,6'05,4'35,5'25,6,11,2(0),6(1),0,2,2,2,4,5,3,1,4,6,0,0,5,0,2,7,13,16,209,562,0.7,0.87,20,27,67,194,122,341,2,2,71,72,11,11,0 (0),1 (1),100.788,26.086,67.491,7.211,105.392,29.488,69.849,6.055,6.5,6.3,6 (26%),6 (26%),11 (48%),17 (31%),7 (13%),30 (56%),0/0,0/0,1/1,3/5,0/0,0/0,1/1,0/0,0/1,3/6,0/0,0/0,VALERIO VERRE,14,KRZYSZTOF PIATEK,9,5.5,3.8,1.61
2019-2020,3,TORINO,LECCE,16/09/2019,STADIUM OLIMPICO GRANDE TORINO,20:45:00,ANTONIO  GIUA,SERGIO  RANGHETTI,DAVIDE  IMPERIALE,LIVIO  MARINELLI,ALEANDRO  DI PAOLO,LUIGI NASCA,1,2,A,WALTER MAZZARRI,FABIO LIVERANI,3-5-2,4-3-1-2,102'57,50'32,0.49,29'41 (59%),16'17 (55%),13'24 (45%),20'51 (41%),10'45 (52%),10'06 (48%),6'27,5'05,4'45,3'58,3'55,5'31,2'43,2'34,4'02,2'13,3'38,5'41,12,12,3(1),5(2),1,0,3,4,9,7,3,2,6,6,0,0,2,2,7,3,11,19,396,270,0.84,0.8,36,34,141,83,219,153,4,2,67,102,20,17,1 (1),0 (0),107.375,32.875,66.179,8.321,112.585,31.009,73.199,8.377,6.1,6.5,26 (49%),12 (23%),15 (28%),16 (38%),4 (10%),22 (52%),4/7,0/0,1/3,1/2,1/1,1/1,1/1,0/0,2/3,4/4,1/2,1/1,ANDREA BELOTTI,9,MARCO MANCOSU,8,1.5,4.33,6.5
2019-2020,4,CAGLIARI,GENOA,20/09/2019,STADIUM SARDEGNA ARENA,20:45:00,GIANLUCA  MANGANIELLO,SALVATORE  LONGO,VALERIO  VECCHI,SIMONE  SOZZA,DANIELE  CHIFFI,PASQUALE DE MEO,3,1,H,ROLANDO MARAN,AURELIO ANDREAZZOLI,4-3-1-2,3-5-2,94'59,50'01,0.53,24'58 (50%),11'22 (46%),13'36 (54%),25'03 (50%),14'05 (56%),10'58 (44%),4'00,4'15,3'38,3'41,4'09,5'15,4'12,3'32,4'49,5'36,2'28,4'26,8,7,4(2),2(1),0,0,3,2,4,5,1,2,6,5,1,1,1,1,4,3,12,8,289,421,0.79,0.83,24,28,93,132,172,261,3,4,99,87,22,23,0 (0),0 (0),103.801,27.274,67.579,8.948,97.163,26.745,63.211,7.207,6.7,6.4,23 (46%),9 (18%),18 (36%),23 (41%),14 (25%),19 (34%),0/0,2/2,3/5,6/12,0/0,0/0,0/0,2/2,7/11,2/5,0/0,0/0,JOAO PEDRO,10,CHRISTIAN KOUAME,11,2.75,3.4,2.55
2019-2020,4,UDINESE,BRESCIA,21/09/2019,STADIUM DACIA ARENA - STADIO FRIULI,15:00:00,PAOLO  VALERI,VALERIO  COLAROSSI,PASQUALE  CAPALDO,LORENZO  MAGGIONI,ANTONIO  GIUA,LUCA MONDIN,0,1,A,IGOR TUDOR,EUGENIO CORINI,3-4-2-1,4-3-1-2,99'19,43'18,0.44,26'06 (60%),14'36 (56%),11'30 (44%),17'12 (40%),11'43 (68%),5'29 (32%),4'29,3'23,3'18,4'30,4'45,5'41,3'33,3'22,4'09,1'55,2'42,1'31,6,6,3(0),4(1),1,0,2,2,3,2,3,3,2,5,0,0,2,2,3,9,22,16,387,259,0.77,0.65,23,14,152,84,212,161,1,1,131,125,23,25,0 (0),0 (0),102.528,28.13,65.682,8.716,103.98,26.378,68.275,9.327,6.3,6.5,25 (47%),8 (15%),20 (38%),13 (30%),8 (18%),23 (52%),3/3,0/0,3/4,2/6,0/0,0/0,0/0,0/0,1/1,1/2,0/0,0/0,MATO JAJALO,8,SANDRO TONALI,4,1.9,3.5,4.2
2019-2020,4,JUVENTUS,HELLAS VERONA,21/09/2019,STADIUM ALLIANZ STADIUM,18:00:00,FEDERICO  LA PENNA,DAMIANO  DI IORIO,ENRICO  CALIARI,MANUEL  VOLPI,MARCO  DI BELLO,STEFANO ALASSIO,2,1,H,MAURIZIO SARRI,IVAN JURIC,4-3-3,3-4-2-1,95'31,46'46,0.49,26'26 (57%),14'16 (54%),12'10 (46%),20'20 (43%),10'10 (50%),10'10 (50%),5'16,3'49,6'06,2'37,4'29,4'09,3'20,2'02,4'30,2'46,2'52,4'50,12,8,3(2),8(1),1,1,1,5,9,0,3,1,6,7,1,0,2,0,2,5,12,20,467,280,0.84,0.75,27,19,136,76,304,185,2,2,115,58,23,17,1 (1),1 (0),108.194,28.396,69.562,10.236,110.356,28.747,70.653,10.956,6.5,6.6,26 (54%),2 (4%),20 (42%),20 (47%),8 (18%),15 (35%),2/2,0/1,1/1,0/3,0/0,0/0,0/0,0/1,1/2,5/5,0/0,0/0,BLAISE MATUIDI,14,MIGUEL VELOSO,4,1.14,8.0,19.0
2019-2020,4,MILAN,INTER,21/09/2019,STADIUM GIUSEPPE MEAZZA,20:45:00,DANIELE  DOVERI,SERGIO  RANGHETTI,ALESSANDRO  LO CICERO,FABIO  MARESCA,MASSIMILIANO  IRRATI,CIRO CARBONE,0,2,A,MARCO GIAMPAOLO,ANTONIO CONTE,4-3-1-2,3-5-2,98'02,46'39,0.48,23'39 (51%),12'14 (52%),11'25 (48%),23'00 (49%),11'15 (49%),11'45 (51%),3'16,4'47,3'02,3'20,5'38,3'36,5'34,2'37,3'32,2'59,2'43,5'35,7,11,3(0),9(2),0,0,2,6,4,2,4,1,4,8,0,2,1,5,3,6,15,22,474,409,0.86,0.85,20,31,149,127,305,251,2,4,74,92,15,21,0 (0),0 (0),107.117,29.445,69.225,8.447,112.336,27.595,75.807,8.934,6.3,6.6,19 (40%),14 (29%),15 (31%),19 (35%),11 (21%),24 (44%),2/2,1/1,3/3,1/2,1/1,2/2,0/0,1/1,2/2,3/4,0/0,2/2,KRZYSZTOF PIATEK,9,ROMELU LUKAKU,9,3.4,3.3,2.2
2019-2020,4,SASSUOLO,SPAL,22/09/2019,STADIUM MAPEI STADIUM,12:30:00,MAURIZIO  MARIANI,DAVIDE  IMPERIALE,CHRISTIAN  ROSSI,ANTONIO  RAPUANO,EUGENIO  ABBATTISTA,GIORGIO PERETTI,3,0,H,ROBERTO DE ZERBI,LEONARDO SEMPLICI,4-3-3,3-5-2,104'18,47'23,0.45,25'01 (53%),9'40 (39%),15'21 (61%),22'22 (47%),11'04 (49%),11'18 (51%),3'38,3'13,4'53,3'10,5'10,4'57,4'06,2'53,4'35,1'39,3'17,5'52,17,8,8(3),3(0),0,0,5,2,9,5,3,4,8,1,2,0,0,3,7,9,19,14,470,372,0.88,0.85,18,22,133,95,319,255,2,1,74,71,9,14,0 (0),0 (0),105.711,29.767,67.779,8.165,109.212,29.998,70.392,8.822,5.9,6.1,13 (31%),8 (19%),21 (50%),17 (38%),10 (22%),18 (40%),0/0,1/1,0/1,2/2,0/0,0/0,1/2,1/1,1/1,1/3,0/0,0/0,FRANCESCO CAPUTO,9,ALESSANDRO MURGIA,11,1.95,3.3,4.2
2019-2020,4,BOLOGNA,ROMA,22/09/2019,STADIUM RENATO DALL'ARA,15:00:00,LUCA  PAIRETTO,FILIPPO  MELI,VALENTINO  FIORITO,IVANO  PEZZUTO,GIANPAOLO  CALVARESE,GIORGIO SCHENONE,1,2,A,SINISA MIHAJLOVIC,PAULO FONSECA,4-3-3,4-2-3-1,96'31,46'40,0.48,21'13 (45%),13'40 (64%),7'33 (36%),25'27 (55%),12'14 (48%),13'13 (52%),3'31,5'26,3'32,2'45,1'52,4'07,6'05,3'38,4'41,3'38,3'54,3'31,5,14,3(1),7(2),1,1,2,5,2,7,4,2,2,7,0,1,1,1,3,4,13,16,296,448,0.79,0.85,19,30,125,172,152,246,1,5,62,85,16,25,1 (1),0 (0),108.152,26.57,72.633,8.949,104.438,25.87,69.927,8.641,6.6,6.5,13 (41%),5 (15%),14 (44%),36 (60%),4 (7%),20 (33%),0/0,0/0,2/3,1/8,0/0,0/0,2/2,0/0,3/5,2/4,0/0,0/0,NICOLA SANSONE,10,EDIN DZEKO,9,2.87,3.3,2.5
2019-2020,4,LECCE,NAPOLI,22/09/2019,STADIUM ETTORE GIARDINIERO - VIA DEL MARE,15:00:00,MARCO  PICCININI,MAURO  GALETTO,GIOVANNI  BACCINI,NICCOLO'  BARONI,FABRIZIO  PASQUA,DARIO CECCONI,1,4,A,FABIO LIVERANI,CARLO ANCELOTTI,4-3-1-2,4-4-2,95'11,51'54,0.55,16'48 (32%),11'23 (68%),5'25 (32%),35'06 (68%),16'47 (48%),18'19 (52%),4'32,2'41,1'50,1'17,2'53,3'35,6'13,6'40,5'08,7'03,2'43,7'19,8,12,3(1),10(4),1,1,2,7,5,2,6,1,7,10,0,1,1,0,4,6,12,9,338,611,0.84,0.91,16,40,108,189,214,382,4,5,78,53,9,9,1 (1),1 (1),109.769,26.831,74.761,8.177,106.651,28.7,69.85,8.101,6.7,6.5,11 (44%),5 (20%),9 (36%),25 (45%),10 (19%),20 (36%),1/1,0/0,1/1,4/5,0/0,0/0,0/0,0/0,3/4,2/4,0/0,0/0,MARCO MANCOSU,8,FERNANDO LLORENTE,9,9.0,5.25,1.33
2019-2020,4,SAMPDORIA,TORINO,22/09/2019,STADIUM LUIGI FERRARIS,15:00:00,PIERO  GIACOMELLI,STEFANO  DEL GIOVANE,ALESSIO  TOLFO,ALESSANDRO  PRONTERA,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,1,0,H,EUSEBIO DI FRANCESCO,WALTER MAZZARRI,3-4-1-2,3-5-2,97'02,48'23,0.5,20'07 (42%),11'05 (55%),9'02 (45%),28'16 (58%),16'20 (58%),11'56 (42%),4'06,3'11,1'34,3'13,3'25,4'38,4'50,4'53,4'32,4'33,3'21,6'07,10,6,6(1),1(0),0,0,4,1,4,5,1,4,9,4,0,0,0,4,7,8,19,13,214,395,0.67,0.81,29,37,58,143,127,215,4,2,115,115,31,22,0 (0),0 (0),109.223,27.47,72.267,9.486,105.267,29.362,66.107,9.798,6.6,6.3,14 (25%),9 (17%),32 (58%),27 (52%),5 (10%),20 (38%),0/0,2/2,0/1,1/3,0/0,0/0,1/1,2/2,3/4,5/5,3/5,0/0,MANOLO GABBIADINI,23,SIMONE ZAZA,11,2.6,3.4,2.7
2019-2020,4,ATALANTA,FIORENTINA,22/09/2019,STADIUM ENNIO TARDINI,18:00:00,DANIELE  ORSATO,LORENZO  MANGANELLI,MATTEO  BOTTEGONI,MARCO  SERRA,GIANLUCA  AURELIANO,ALBERTO TEGONI,2,2,D,GIAN PIERO GASPERINI,VINCENZO MONTELLA,3-4-1-2,3-5-2,98'50,50'46,0.51,31'24 (62%),12'09 (39%),19'15 (61%),19'22 (38%),12'53 (67%),6'29 (33%),3'05,4'53,6'51,5'07,5'55,5'33,3'00,4'00,3'46,2'37,3'51,2'07,14,5,4(2),2(1),0,0,4,1,10,3,1,1,4,3,1,1,2,0,9,1,14,11,516,255,0.86,0.75,17,22,178,84,321,149,1,1,97,95,30,11,0 (0),0 (0),113.094,28.831,75.392,8.871,113.923,27.684,76.308,9.931,6.6,6.8,33 (45%),13 (17%),28 (38%),17 (57%),3 (10%),10 (33%),2/3,1/1,3/6,4/6,0/0,0/0,0/0,1/1,0/1,3/4,0/0,0/0,JOSIP ILICIC,72,FRANCK RIBERY,7,2.05,3.6,3.5
2019-2020,4,LAZIO,PARMA,22/09/2019,STADIUM OLIMPICO,20:45:00,ROSARIO  ABISSO,TARCISIO  VILLA,LORENZO  GORI,DANIELE  MINELLI,DAVIDE  MASSA,STEFANO LIBERTI,2,0,H,SIMONE INZAGHI,ROBERTO D'AVERSA,3-5-2,4-3-3,93'59,57'03,0.61,33'49 (59%),15'50 (47%),17'59 (53%),23'14 (41%),15'47 (68%),7'27 (32%),5'20,4'23,5'13,6'03,5'35,7'15,4'52,4'43,4'29,2'53,2'49,3'28,22,3,15(2),1(0),0,0,12,1,7,2,1,7,16,2,2,0,1,1,10,5,7,9,620,374,0.9,0.84,42,30,187,149,391,195,7,2,67,79,18,14,0 (0),0 (0),111.648,25.987,76.055,9.606,113.594,25.667,77.413,10.514,7.1,7.1,28 (43%),13 (20%),24 (37%),16 (41%),9 (23%),14 (36%),0/0,0/0,0/3,0/1,1/1,0/0,0/0,0/0,1/2,2/4,0/0,0/0,ADAM MARUSIC,77,DEJAN KULUSEVSKI,44,1.3,5.5,10.0
2019-2020,5,HELLAS VERONA,UDINESE,24/09/2019,STADIUM MARCANTONIO BENTEGODI,19:00:00,DANIELE  CHIFFI,ALBERTO  TEGONI,MARCO  BRESMES,JUAN LUCA  SACCHI,ROSARIO  ABISSO,ALESSIO TOLFO,0,0,D,IVAN JURIC,IGOR TUDOR,3-4-2-1,3-5-1-1,96'05,51'22,0.53,27'26 (53%),15'06 (55%),12'20 (45%),23'56 (47%),14'24 (60%),9'32 (40%),3'35,3'06,4'37,3'16,7'04,5'47,4'04,4'51,3'21,4'19,3'33,3'48,8,5,4(0),3(0),0,0,4,1,4,2,3,4,2,1,0,0,5,1,6,6,7,18,427,299,0.79,0.71,27,18,169,102,231,179,1,2,145,122,24,16,0 (0),0 (0),114.897,27.935,77.146,9.816,113.827,28.063,76.013,9.751,7.0,6.9,22 (39%),7 (13%),27 (48%),12 (33%),9 (25%),15 (42%),0/2,6/7,3/4,2/7,0/0,0/0,0/0,6/7,0/3,3/5,0/0,0/0,DAVIDE FARAONI,5,JUAN MUSSO,1,2.5,3.3,2.87
2019-2020,5,BRESCIA,JUVENTUS,24/09/2019,STADIUM MARIO RIGAMONTI,21:00:00,FABRIZIO  PASQUA,DANIELE  BINDONI,ANTONIO  SANTORO,VALERIO  MARINI,PIERO  GIACOMELLI,MAURO GALETTO,1,2,A,EUGENIO CORINI,MAURIZIO SARRI,4-3-1-2,4-3-1-2,96'19,48'29,0.5,16'56 (35%),10'37 (63%),6'19 (37%),31'33 (65%),17'51 (57%),13'42 (43%),3'27,1'58,2'34,3'01,2'14,3'42,5'10,3'52,6'22,5'44,4'29,5'56,13,15,3(1),7(1),1,0,2,6,10,8,5,2,4,12,1,0,3,2,4,3,11,14,270,659,0.73,0.89,24,37,95,172,151,450,2,7,76,78,23,22,0 (0),0 (0),113.342,24.736,78.352,10.254,114.59,24.617,78.254,11.719,7.2,7.2,11 (28%),7 (18%),21 (54%),29 (51%),11 (19%),17 (30%),0/0,0/1,3/4,5/7,0/0,0/1,0/1,0/1,2/5,1/2,0/0,0/0,ALFREDO DONNARUMMA,9,MIRALEM PJANIC,5,6.5,4.1,1.53
2019-2020,5,ROMA,ATALANTA,25/09/2019,STADIUM OLIMPICO,19:00:00,MASSIMILIANO  IRRATI,MATTEO  PASSERI,LUCA  MONDIN,ANTONIO  GIUA,LUCA  BANTI,SERGIO RANGHETTI,0,2,A,PAULO FONSECA,GIAN PIERO GASPERINI,4-2-3-1,3-4-1-2,95'01,55'00,0.58,26'48 (49%),19'03 (71%),7'45 (29%),28'12 (51%),15'37 (55%),12'35 (45%),3'18,4'17,6'37,4'06,2'46,5'44,4'43,4'32,3'37,5'47,6'43,2'50,8,11,4(0),4(2),0,0,4,2,4,7,2,2,5,6,0,1,2,4,5,1,18,11,402,481,0.8,0.83,25,23,122,147,255,311,3,4,90,87,17,21,0 (0),0 (0),107.591,29.205,69.739,8.647,107.557,29.19,69.809,8.558,6.7,6.8,12 (33%),13 (36%),11 (31%),19 (42%),11 (25%),15 (33%),1/2,0/1,2/2,0/0,0/1,0/1,1/2,0/1,2/3,3/4,0/0,0/0,EDIN DZEKO,9,DUVAN ZAPATA,91,2.2,3.8,3.0
2019-2020,5,FIORENTINA,SAMPDORIA,25/09/2019,STADIUM ARTEMIO FRANCHI,21:00:00,DANIELE  DOVERI,VALENTINO  FIORITO,RODOLFO  DI VUOLO,MARCO  PICCININI,LUCA  PAIRETTO,STEFANO LIBERTI,2,1,H,VINCENZO MONTELLA,EUSEBIO DI FRANCESCO,3-5-2,3-4-1-2,98'08,59'44,0.61,32'58 (55%),20'17 (62%),12'41 (38%),26'46 (45%),20'42 (77%),6'04 (23%),4'35,5'34,5'12,4'20,5'38,6'38,4'52,3'37,4'36,4'29,5'15,4'57,12,7,8(2),4(1),0,0,6,3,4,3,1,6,9,4,2,0,1,1,3,1,10,16,458,349,0.83,0.77,26,16,165,98,267,235,7,2,68,78,23,18,0 (0),0 (0),108.159,30.047,69.716,8.396,104.503,26.881,69.438,8.184,6.4,6.5,22 (46%),7 (14%),19 (40%),7 (17%),9 (22%),25 (61%),0/0,1/1,0/2,3/5,0/0,1/1,1/1,1/1,0/0,2/3,1/1,0/0,FEDERICO CHIESA,25,FEDERICO BONAZZOLI,9,1.7,4.0,4.75
